Var1,Var2,Var3,Var4
0,1000,0,0.00145369626122937
0.01,999.99950967,-0.098066,0.0153808405819504
0.02,999.99803868,-0.196132,-0.00996963090248624
0.03,999.99558703,-0.294198,0.00320833560997473
0.04,999.99215472,-0.392264,0.00941621603119139
0.05,999.98774175,-0.49033,0.00370061234629081
0.06,999.98234812,-0.588396,-0.00787073118732723
0.07,999.97597383,-0.686462,-0.0229814907206805
0.08,999.96861888,-0.784528,0.00256282150073623
0.09,999.96028327,-0.882594,0.00825887368466153
0.1,999.950967,-0.98066,0.00856667438565799
0.11,999.94067007,-1.078726,0.00273305105168933
0.12,999.929392479999,-1.176792,-0.00375939750587214
0.13,999.917134229999,-1.274858,0.0166202993300509
0.14,999.903895319999,-1.372924,0.00287343704719952
0.15,999.889675749999,-1.47099,0.0113791811042963
0.16,999.874475519999,-1.569056,-0.0191165852876332
0.17,999.858294629999,-1.667122,0.00355425987287244
0.18,999.841133079999,-1.765188,0.00949174992003205
0.19,999.822990869999,-1.863254,-0.0116780844136437
0.2,999.803867999999,-1.96132,-0.00567125584374214
0.21,999.783764469999,-2.059386,0.00108720987494789
0.22,999.762680279999,-2.157452,-0.00430996626719666
0.23,999.740615429999,-2.255518,0.0144529319629245
0.24,999.717569919999,-2.353584,-0.00771909809182664
0.25,999.693543749999,-2.45165,0.00633376401505906
0.26,999.668536919999,-2.549716,0.00492918703811112
0.27,999.642549429999,-2.647782,-0.00385877054340499
0.28,999.615581279999,-2.745848,-0.0150707410573613
0.29,999.587632469999,-2.843914,-0.0224477099817388
0.3,999.558702999999,-2.94198,-0.0222984269014959
0.31,999.528792869999,-3.040046,-0.0215370252581718
0.32,999.497902079999,-3.138112,-0.00153349549550306
0.33,999.466030629998,-3.236178,0.00428506383206649
0.34,999.433178519998,-3.334244,-0.00697852820567616
0.35,999.399345749998,-3.43231,0.00253049170357892
0.36,999.364532319998,-3.530376,0.0130913711700903
0.37,999.328738229998,-3.628442,-0.0084092020183895
0.38,999.291963479998,-3.726508,-0.0105830252946102
0.39,999.254208069998,-3.824574,-0.0169823116359512
0.4,999.215471999998,-3.92264,-0.0133488394272287
0.41,999.175755269998,-4.020706,0.00652574392575951
0.42,999.135057879998,-4.118772,-0.00656692139228921
0.43,999.093379829998,-4.216838,-0.00021321765195896
0.44,999.050721119998,-4.314904,-0.00770100405257556
0.45,999.007081749998,-4.41297,0.00624999913327489
0.46,998.962461719998,-4.51103600000001,-0.0148805834614293
0.47,998.916861029998,-4.60910200000001,0.0012702873787986
0.48,998.870279679998,-4.70716800000001,-0.0104648839071796
0.49,998.822717669998,-4.80523400000001,-0.00131021015142475
0.5,998.774174999998,-4.90330000000001,-0.0153134843569218
